,"39.300,00",Foco Black,Actualizando,Detenido,Evento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTUALIZANDO,Boreal,Green Concept,Santiago,Av. España 249,2S2026,Santolaya,B,"3,00%","1,50%",N/A,SI,"12,00%","6,00%","2,00%","0,00%",10,10,"6,00%",0,"0,00%",0,"0,00%",UF3.199,$754.291,$0,$0,$100.000,N/A,SI,"Todas las unidades DEBEN llevar Bodega obligatoria (hasta agotar sotck).
Todas las unidades PUEDEN sumar estacionamiento.

Formas de pago PIE:
Upfront 2%
6% en cuotas antes de entrega
12% Bono pie
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [400 - 520] Precio lista,UF [74 - 85] Precio lista,Si,
ACTUALIZANDO,Bricsa,Vive Barcelona,La Florida ,Barcelona 150,2S2028,Bricsa,A+,"4,00%","2,00%",N/A,SI,"10,00%","7,00%","3,00%","0,00%",33,33,"7,00%",0,"0,00%",0,"0,00%",UF2.967,$247.303,$0,$0,$100.000,N/A,SI,"Descuento máximo sin promociones 10%

7% antes de entrega (Forpay)

Tasa a la mitad (cuesta un 5%dcto)
UpFront TC 18 cuotas (Transbank)

Opción sin BP: TC contra escritura","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [434 - 559] Precio lista,UF [95] Precio lista,SI,NO
ACTUALIZANDO,Bricsa,Vive Barroso,Santiago,Almirante Barroso 75,2S2028,Bricsa,A+,"4,00%","2,00%",N/A,SI,"10,00%","7,00%","3,00%","0,00%",34,34,"7,00%",0,"0,00%",0,"0,00%",UF2.461,$199.103,$0,$0,$100.000,N/A,SI,"Descuento máximo sin promociones 10%

7% antes de entrega (Forpay)

Tasa a la mitad (cuesta un 5%dcto)
Upfront TC 18 cuotas (Transbank)

Opción sin BP: TC contra escritura","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [461 - 473] Precio lista,UF [95] Precio lista,SI,NO
ACTUALIZANDO,Bricsa,Vive Domeyko,Santiago,Av. España 703,Inmediata,Bricsa,A+,"6,00%","3,00%","""
4% a la Promesa y 2% a la Escritura  (Si va pie 0 es 6% a la escritura)""",SI,"15,00%","5,00%","0,00%","3,00%",0,0,"0,00%",0,"0,00%",18,"5,00%",UF3.096,$0,$0,$337.949,$100.000,N/A,SI,"Descuento máximo sin promociones 18%
Stock Exclusivo

Opcion 1
15% Bono Pie (consume 15%dcto)
5% 18 cuotas Transbank
3% dcto

Opción 2
10% Bono Pie (Consume 10%dcto)
10% Cuotas báncame (Cuesta 5%dcto)
queda 3% dcto a aplicar

Estacionamiento
Solo para 2D2B Opcional

Bodegas
Opcional

Kit de inicio:
Cortinas roller

Promociones:
Tasa a la mitad (Cuesta un 5% dcto)
Creditú o bancame 10% (Cuesta un 5%)
Creditú o báncame 15% (cuesta un 7%)

Gastos operacionles reembolsabesl $1.000.000","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [450 - 510],UF [77],SI,NO
ACTUALIZANDO,Bricsa,Vive Zañartu,Ñuñoa,Zañartu 2460,Inmediata,Bricsa,A+,"6,00%","3,00%","""
4% a la Promesa y 2% a la Escritura  (Si va pie 0 es 6% a la escritura)""",NO,"6,00%","14,00%","0,00%","0,00%",60,0,"0,00%",60,"10,00%",18,"4,00%",UF4.626,$0,$302.974,$403.966,$100.000,N/A,SI,"Descuento máximo 11%

6% Bono pie
10% cuotas báncame
4% cuotón transbank

Estacionamiento
Opcional

Bodega
Opcional

Kit de inicio
Cortinas roller

Promociones:
Tasa a la mitad (Cuesta un 5% dcto)
Creditú o bancame 10% (Cuesta un 5%)
Creditú o báncame 15% (cuesta un 7%)

Gastos operacionales reembolsables $1.000.000

Gasto común $1.700/m","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 423 - 389,UF 73,SI,NO
ACTUALIZANDO,BuyDepa,Varios,Varias,N/A,Inmediata,,B,"4,00%","2,00%",2% a la promesa 2% a la escritura,,"0,00%","20,00%","5,00%","12,00%",60,0,"0,00%",60,"15,00%",0,"0,00%",UF1.690,$0,$166.043,$0,$100.000,Hasta 15% en 60 cuotas con crédito directo,NO,"
Condiciones 4to trimestre 2025

La comisión base es de 4%
Si logran UF 10.000, la comisión sube a 5% retroactivamente para todas las ventas del trimestre
Si logran UF 15.000, la comisión sube a 6% retroactivamente para todas las ventas del trimestre.

(vigentes hasta el 31 de diciembre de 2025).

el siguiente link: https://buydepa.com/lista-de-precios
con lista de precios 100% en línea y exportable a Excel 24/7.

YA SE PUEDEN COMERCIALIZAR LA VENTA EXTERNA
OJO en venta externa, la comisión la fija el vendedor y varía por unidad (entre 2% y 5%), visible en la pestaña “externos” del stock.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,,
ACTUALIZANDO,Convet,El Parrón,La Cisterna,Av El parron 113,Inmediata,"Constructora Convet Ltda.
(Moller & Perez Cotapo)",A+,"5,00%","2,50%",0% a la promesa / 5% a la escritura,NO,"0,00%","10,00%","10,00%","3,00%",60,0,"0,00%",60,"7,00%",0,"0,00%",UF2.915,$0,$133.653,$0,$250.000,N/A,NO,"Opcion 1: se puede aplicar descuento del 3% con pago al contado.


Opcion 2: Pago de hasta 10% de pie en 60 cuotas (1er pago se realiza con tarjeta de crédito en 18 cuotas y firma de pagaré por las 42 cuotas restantes. La primera cuota del pagaré se paga al mes 19) Esta opcion es sin descuento. 



ESTA INMOBILIARIA NO PERMITE RESERVA DE UNIDAD SIN APROBACION BANCARIA CUANDO ES ENTREGA INMEDIATA","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [340 - 427],Bodegas disponibles asociadas a estacionamientos (Consultar disponibilidad),N/A,
ACTUALIZANDO,Convet,Rojas Magallanes II,La Florida,"Rojas Magallanes 2457, La Florida",Inmediata,"Constructora Convet Ltda.
(Moller & Perez Cotapo)",A+,"5,00%","2,50%",0% a la promesa / 5% a la escritura,NO,"0,00%","10,00%","10,00%","3,00%",60,0,"0,00%",60,"7,00%",0,"0,00%",UF4.200,$0,$192.570,$0,$250.000,N/A,NO,"Opcion 1: se puede aplicar descuento del 3% con pago al contado.


Opcion 2: Pago de hasta 10% de pie en 60 cuotas (1er pago se realiza con tarjeta de crédito en 18 cuotas y firma de pagaré por las 42 cuotas restantes. La primera cuota del pagaré se paga al mes 19) Esta opcion es sin descuento. 



ESTA INMOBILIARIA NO PERMITE RESERVA DE UNIDAD SIN APROBACION BANCARIA CUANDO ES ENTREGA INMEDIATA","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [330 - 380],UF [50 - 60],N/A,
ACTUALIZANDO,Convet,Vicuña Mackenna,La Florida,"Av. Vicuña Mackenna 8656, La Florida",Inmediata,"Constructora Convet Ltda.
(Moller & Perez Cotapo)",A+,"5,00%","2,50%",0% a la promesa / 5% a la escritura,NO,"0,00%","10,00%","10,00%","3,00%",60,0,"0,00%",60,"7,00%",0,"0,00%",UF3.600,$0,$165.060,$0,$250.000,N/A,NO,"Opcion 1: se puede aplicar descuento del 3% con pago al contado.


Opcion 2: Pago de hasta 10% de pie en 60 cuotas (1er pago se realiza con tarjeta de crédito en 18 cuotas y firma de pagaré por las 42 cuotas restantes. La primera cuota del pagaré se paga al mes 19) Esta opcion es sin descuento. 



ESTA INMOBILIARIA NO PERMITE RESERVA DE UNIDAD SIN APROBACION BANCARIA CUANDO ES ENTREGA INMEDIATA","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [340 - 440],UF [40 - 75],N/A,
ACTUALIZANDO,Convet,Vista Francia,independencia,"Francia 1345, Independencia",Inmediata,"Constructora Convet Ltda.
(Moller & Perez Cotapo)",A+,"5,00%","2,50%",0% a la promesa / 5% a la escritura,NO,"0,00%","7,00%","10,00%","5,00%",60,0,"0,00%",60,"7,00%",0,"0,00%",UF1.870,$0,$85.740,$0,$250.000,N/A,NO,"
Se autoriza descuento 5% para el caso de cliente con crédito aprobado 85% y pago de hasta 10% de pie en 60 cuotas (Promoción pago pie hasta en 60 cuotas: 1er pago con tarjeta de crédito en 18 cuotas y firma de pagaré por las 42 cuotas restantes. La primera cuota del pagaré se paga al mes 19)


Adicionales solo para tipologias de 2D

ESTA INMOBILIARIA NO PERMITE RESERVA DE UNIDAD SIN APROBACION BANCARIA CUANDO ES ENTREGA INMEDIATA","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [280 - 410],UF [30 - 60],SI,
ACTUALIZANDO,Convet,Zañartu,Ñuñoa,Zañartu 1179,2S2027,"Constructora Convet Ltda.
(Moller & Perez Cotapo)",A+,"4,00%","2,00%",N/A,SI,"0,00%","10,00%","4,00%","3,00%",22,22,"7,00%",0,"0,00%",18,"9,00%",UF2.454,$306.862,$0,$482.211,$100.000,N/A,NO,"3% de Descuento
.

4% de Upfront
11% en 22 cuotas (cheque o pago automatico)
5% de cuotón a la escritura 


Estacionamientos: para 1D y 2D
Bodegas: obligatorias para 2D


","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 350-480,UF [50 - 70],N/A,
ACTUALIZANDO,Crescer,Don Rafael,Santiago,Domeyko 1950,Inmediata,Constructora Domilia Tres Spa,A+,"6,00%","3,00%",2% a la promesa / 4% a la escritura,SI,"20,00%","10,00%","2,00%","0,00%",48,0,"0,00%",48,"10,00%",0,"0,00%",UF2.257,$0,$184.792,$0,$100.000,N/A,NO,"Opción 1
10% bono pie
10% crédito directo

Opción 2 
20% de bono pie (sin crédito directo)

2 Años de arriendo garantizado
Estudio $280.000
1D1B $325.000
2D1B $370.000","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",Ya vienen asignados a los deptos. pero no todos traen. ,Ya vienen asignados a los deptos. pero no todos traen. ,SI,NO
ACTUALIZANDO,Crescer,Don Tomás,Conchalí,Teniente Yavar 1733,Pronta entrega,,A+,,"0,00%",,SI,"11,11%","10,00%","0,00%","0,00%",48,0,"0,00%",48,"8,89%",0,"0,00%",,$0,$0,$0,$100.000,N/A,NO,"11,11% bono pie
Pie 8,89% 48 cuotas con credito directo

2 Años de arriendo garantizado
(No tenemos valores aun)","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",Ya vienen asignados a los deptos. pero no todos traen. ,Ya vienen asignados a los deptos. pero no todos traen. ,SI,SI
DETENIDO,Danacorp,MILLALONGO 72 / Danacorp,La Florida,Millalongo 72,Inmediata,Constructora DANACORP S.A,A,"4,00%","2,00%",3% a la promesa 1% a la escritura,si,"10,00%","7,00%","3,00%","0,00%",24,0,"0,00%",24,"7,00%",0,"0,00%",UF2.758,$0,$316.136,$0,$100.000,N/A,,"
Descuento aplicado al precio lista
Todas las unidades se venden con bodega obligatoria, y los adicionales no pueden llevar Bono pie 

7% de Pie en 24 cuotas con FORPAY

RESERVA NO SE ABONA AL PIE, ES UNA GARANTÍA QUE LUEGO DE LA ESCRITURA SE DEVUELVE.

 EN CASO DE DESISITIMIENTO CON PROMESA EMITIDA SIN FIRMAR, LA RESERVA SE COBRA COMO MULTA, ES DECIR, NO SE DEVUELVE.

 SE DEBE CONSIDERAR PAGO DE IMPUESTO POR PAGARÉ PARA EL BONO PIE (EN CASO DE LLEVARLO) Y OTRO PAGARÉ POR EL MONTO DEL PIE EN CUOTAS.  (impuesto del 0,333% del monto a respaldar) 

 Si el cliente va con Descuento y NO lleva BONO  PIE el Up Front aumenta a un 13%, y el 7% restante en 30 cuotas

10% Bono pie
3% a la promesa
7% cuotas con Forpay

Todas las unidades con Bodega ""Sin Excepción""

","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [295 - 400] ,UF 50,NO,
DETENIDO,Danacorp,SANTA VICTORIA / Danacorp,Santiago,Santa victoria 155,2S2027,Constructora DANACORP S.A,A,"3,00%","1,50%",N/A,si,"15,00%","7,00%","3,00%","0,00%",48,48,"7,00%",0,"0,00%",0,"0,00%",UF3.381,$193.774,$0,$0,$100.000,N/A,,"
Bono Pie
10% 1D1B
15% 2D2B""

Descuento aplicado al precio lista
Todas las unidades se venden con bodega obligatoria, y los adicionales no pueden llevar Bono pie 
Upfront: 3%
7% de Pie en cuotas entes de entrega con FORPAY

RESERVA NO SE ABONA AL PIE, ES UNA GARANTÍA QUE LUEGO DE LA ESCRITURA SE DEVUELVE.

 EN CASO DE DESISITIMIENTO CON PROMESA EMITIDA SIN FIRMAR, LA RESERVA SE COBRA COMO MULTA, ES DECIR, NO SE DEVUELVE.

 SE DEBE CONSIDERAR PAGO DE IMPUESTO POR PAGARÉ PARA EL BONO PIE (EN CASO DE LLEVARLO) Y OTRO PAGARÉ POR EL MONTO DEL PIE EN CUOTAS.  (impuesto del 0,333% del monto a respaldar) 

Si el cliente va con Descuento y NO lleva BONO  PIE el Up Front aumenta a un 10%, el 10% restante en 48 cuotas

","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,NO,
DETENIDO,Deisa,Ciudad 7,Cerrillos,Av Siete 2965,2S2027,EBCO,A,"3,00%","1,50%",N/A,SI,"10,00%","8,00%","0,00%","10,00%",51,33,"8,00%",18,"2,00%",0,"0,00%",UF2.215,$211.029,$96.722,$0,$100.000,N/A,,"



Valores cargados en webcil con ""precio lista lanzamiento"" que incluye lo siguiente:

10% Bono Pie

Opcional: si el cliente NO QUIERE BONO PIE debe alicar un
2% de dcto adicional y quitar el bono en la casilla de BONO PIE en webcil.

Forma de pago:
8% en cuotas
2% cuotón en cuotas

CLIENTES QUE ABONEN UN UPFRONT DEL 2% PUEDEN ACCEDER A UN 1% DE DESCUENTO ADICIONAL

*NO SE ACEPTA MULTICREDITO (EN CASO DE SER LA PREAPROBACION DE ESTAR POR EL MONTO TOTAL DE LAS 2 UNIDADES
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",Desde UF 330,Desde UF 60,SI,
DETENIDO,Deisa,Cuidad Cerrillos,Cerrillos,Av. Buzeta 3944,2S2025,Santolaya,A,"3,00%","1,50%",N/A,SI,"10,00%","10,00%","0,00%","7,00%",32,14,"5,00%",18,"5,00%",0,"0,00%",UF2.505,$351.595,$273.463,$0,$250.000,N/A,,"10% bono pie
10% pie en cuotas
(5% en antes de entregay 5% después de entrega

Hasta 7% dcto","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 360,UF 60,SI,
DETENIDO,Deisa,Nodo La Cisterna,La Cisterna,Gastón Despouy 8773,4T2027,Santolaya,A,"3,00%","1,50%",N/A,SI,"10,00%","7,00%","0,00%","10,00%",48,30,"7,00%",18,"3,00%",0,"0,00%",UF2.865,$262.721,$187.658,$0,$100.000,N/A,,"Valores cargados en webcil con ""precio lista lanzamiento"" que incluye lo siguiente:

2 años de arriendo asegurado.
10% Bono Pie

Opcional: si el cliente NO QUIERE BONO PIE debe alicar un
2% de dcto adicional y quitar el bono en la casilla de BONO PIE en webcil.

Valores de Arriendo Garantizado

1D1B:   $360,000
1,5D2B:  $430000
2D1B:   $470,000


Forma de pago:
7% en cuotas
3% cuotón en cuotas sin interes TDC

CLIENTES QUE ABONEN UN UPFRONT DEL 2% PUEDEN ACCEDER A UN 1% DE DESCUENTO ADICIONAL

*NO SE ACEPTA MULTICREDITO (EN CASO DE SER LA PREAPROBACION DE ESTAR POR EL MONTO TOTAL DE LAS 2 UNIDADES
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 421,UF 68,SI,SI
DETENIDO,Deisa ,Ciudad AV,Vitacura,Américo Vespucio Norte 1450,Inmediata,EBCO,A,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"0,00%","10,00%","0,00%","18,00%",18,0,"0,00%",18,"10,00%",0,"0,00%",UF9.372,$0,$2.046.220,$0,$100.000,N/A,,"10% bono pie
10% en 18 cuotas

18% dcto","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 360,UF 75,SI,
DETENIDO,Deisa ,Ciudad España,Santiago,"Av España 333, Santiago",2S2027,Santolaya,A,"3,00%","1,50%",N/A,SI,"10,00%","8,00%","0,00%","0,00%",50,32,"8,00%",18,"2,00%",0,"0,00%",UF2.918,$286.694,$127.419,$0,$100.000,N/A,,"



Valores cargados en webcil con ""precio lista lanzamiento"" que incluye lo siguiente:

3 años de arriendo asegurado.
10% Bono Pie

Opcional: si el cliente NO QUIERE BONO PIE debe alicar un
2% de dcto adicional y quitar el bono en la casilla de BONO PIE en webcil.

Valores de Arriendo Garantizado
STUDIO:  $375.000 
1D1B:   $430.000
1,5D2B:  $520.000
2D1B:   $510.000
2D2B:  $560.000

Forma de pago:
8% en 34 cuotas (Forpay)
2% cuotón (18 cuotas sin interés con TDC)

CLIENTES QUE ABONEN UN UPFRONT DEL 2% PUEDEN ACCEDER A UN 1% DE DESCUENTO ADICIONAL

*NO SE ACEPTA MULTICREDITO (EN CASO DE SER LA PREAPROBACION DE ESTAR POR EL MONTO TOTAL DE LAS 2 UNIDADES
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 409,UF [92 - 150],SI,SI
DETENIDO,Deisa ,Marca Santiago,La Cisterna,Av Manuel Rodriguez 860,4T2025,Santolaya,A,"3,00%","1,50%",N/A,SI,"0,00%",,"0,00%","0,00%",0,,,,,,,,$0,$0,$0,$100.000,N/A,,,"Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,,
DETENIDO,Espacios,Vicuña 749,La Cisterna,Vicuña Mackenna 749,2S2025,CPI,B,"5,00%","2,50%",N/A,NO,"10,00%","10,00%","0,00%","0,00%",24,0,"0,00%",24,"10,00%",0,"0,00%",UF2.433,$0,$398.404,$0,$100.000,N/A,,"Bono Pie
Studios 5%
General 10%

10% en 3 cuotas antes de entrega (Clientes para vivir)
O
10% en 24 cuotas con Knockit (Solo inversores)

Tipología 1D sin opción a estacionamiento.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [200 - 328],UF [99 - 111],,
DETENIDO,Euro,Alameda,Estación Central,Avda. Libertador Bernardo O´Higgins 4719,Inmediata,Euro,A,"3,00%","1,50%","3% a la promesa, si va sin upfront es 3% a la escritura","Si, algunas unidades, consultas a operaciones","0,00%","17,00%","0,00%","14,00%",60,0,"0,00%",60,"15,00%",0,"0,00%",UF2.116,$0,$207.897,$0,$100.000,N/A,SI,"

Descuento cargado considera AG y financiamiento con creditú.
si va sin AG sumar un 8% de descuento.
si va sin financiamiento sumar un 5% de descuento.

2 años de arriendo garantizado y administración gratuita.

Valores arriendo garantizado:
1D (2c) + 1B + ka:  desde $328.000
2D (3c) + 1B + ka:  $370.000
2D (4c) + 1B + ka:  $389.000
2D (4c) + 2B + ka (M): $406.000
2D (4c) + 2B + kc:  $451.000
Estacionamiento:  $57.000
Bodega:  desde $17.000

Financiamiento de hasta un 15% en 60 cuotas sin interés (Creditú o
Pistos).

5% Contra escritura

DPP 20%

Descuento máximo sin promociones 16%","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [347 - 357],UF [69 -  94],NO,SI
OK,Euro,Diagonal Vicuña,Santiago,Santa Elena 2000,1S2027,Euro,A+,"3,00%","1,50%","Pronto pago, se liquida para pago en la quincena siguiente al cierre. Teniendo firmada promesa y documentación Pistos. 
Fechas de pagos : 
1.- lo que se encuentre firmado entre el 1 y el 15 del mes, se paga el 30 del mes en curso.
2.- lo que se encuentre firmado entre el 15 y el 30 del mes, se paga el 15 del mes siguiente.",SI,"5,00%","15,00%","0,00%","8,00%",58,22,"15,00%",36,,0,"0,00%",UF2.815,$754.346,$0,$0,$100.000,N/A,SI,"
- Descuento sobre el precio lista: 8%


Proyecto cargado con (descuentos de promociones ya descontados):

Promociones:

2 Años de arriendo asegurado.
(Cuesta un 1% dcto 

1D1B: UF [9,2 - 9,6]
2D1B 3C: UF [11,1 - 11,3]
2D2B 4C KA: UF [11,7 - 11,9]
2D2B 4C KC: UF [13]
2D2B M: UF [12,4]

DPP = 20%

15% Pie en 58 cuotas (22 antes de entrega + 36 cuotón con tc sin interés)
BP 5%","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [375 - 395] ,UF [80 - 110],NO,SI
OK,Euro,Don Pepe,La Florida,Calle Don Pepe 154,1S2027,Euro,A+,"3,00%","1,50%","Pronto pago, se liquida para pago en la quincena siguiente al cierre. Teniendo firmada promesa y documentación Pistos. 
Fechas de pagos : 
1.- lo que se encuentre firmado entre el 1 y el 15 del mes, se paga el 30 del mes en curso.
2.- lo que se encuentre firmado entre el 15 y el 30 del mes, se paga el 15 del mes siguiente.",SI,"5,00%","15,00%","0,00%","5,00%",60,60,"15,00%",0,"0,00%",0,"0,00%",UF2.695,$264.798,$0,$0,$100.000,,SI,"- Descuento sobre el precio lista: 5%


2 Años de arriendo garantizado
(cuesta un 1% dcto)

1D+1B(2c)+ka UF [8,48]
2D+1B(3c)+ka UF [9,77]
2D+1B(4c)+ka UF [10,8]
2D+2B(4c)+ka(M) UF [11,06]]


DPP 20%


15% en 60 cuotas pistos
(No cuesta dcto)
BP 5%

Estacionamientos
Solo 2D2B
","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [200 - 420],UF [70 - 90],NO,SI
